gift_id,price
GF_8882,103.83
GF_11205,66.46
GF_23261,101.2
GF_6849,58.3
GF_5264,29.61
GF_11115,32.0525
GF_11114,32.0525
GF_10413,54.32
GF_9329,163.74
GF_13903,49.45
GF_8112,143.88
GF_18204,231.23
GF_1846,83.095
GF_9750,59.89
GF_12920,113.9
GF_16336,38.13
GF_6949,8.540000000000001
GF_6180,32.11
GF_7981,128.19
GF_14015,87.34
GF_18768,138.66
GF_1947,75.25
GF_46,144.18
GF_9196,27.169999999999998
GF_6362,50.85
GF_9905,74.36
GF_1269,246.02
GF_23260,141.34
GF_2451,65.74
GF_8466,103.71
GF_10393,90.81
GF_8349,51.9
GF_23354,34.14
GF_1483,48.38
GF_12601,53.28
GF_5857,115.79
GF_12232,28.81
GF_16397,71.05
GF_14836,74.11
GF_7098,34.01
GF_15324,35.89
GF_14346,88.54
GF_20145,101.74
GF_4797,65.37
GF_2317,68.61
GF_14317,111.25
GF_6995,100.16
GF_5521,128.19
GF_9029,70.28
GF_11414,248.645
GF_13771,99.41
GF_7412,56.98
GF_9332,72.79
GF_618,112.53
GF_9749,76.54
GF_12921,21.56
GF_11354,56.25
GF_6950,8.540000000000001
GF_4998,16.97
GF_7470,101.8
GF_4533,101.8
GF_731,37.52
GF_4894,27.69
GF_180,47.02
GF_24091,181.66
GF_6363,50.85
GF_9906,74.36
GF_3162,98.67
GF_18995,23.450000000000003
GF_11581,91.86
GF_13268,248.645
GF_22994,97.36
GF_7389,54.04
GF_4033,194.25
GF_7584,160.48
GF_1482,48.38
GF_5934,6.12
GF_23240,67.28
GF_23238,121.09
GF_23570,25.01
GF_12741,128.85
GF_10316,26.16
GF_14865,61.48
GF_23744,21.05
GF_6962,112.17
GF_13482,37.946666666666665
GF_979,34.52
GF_9384,92.74
GF_4799,65.37
GF_7977,78.12
GF_7672,70.26
GF_5740,120.13499999999999
GF_13141,86.55
GF_5522,54.04
GF_23155,56.51
GF_23753,66.01
GF_11268,68.17
GF_12149,19.82
GF_564,47.14
GF_14661,33.9
GF_13447,90.69
GF_14952,1.45
GF_4933,109.53
GF_1020,58.28
GF_2352,78.78
GF_18205,5.785
GF_2392,79.49
GF_11929,33.303333333333335
GF_16337,38.13
GF_13622,182.56
GF_7059,183.18
GF_1139,26.253333333333334
GF_181,47.02
GF_1817,89.03
GF_6360,50.85
GF_5867,87.63
GF_6361,56.6
GF_23649,45.56
GF_10210,88.19
GF_24120,56.95
GF_18994,102.24
GF_8465,118.19
GF_4809,53.7
GF_7386,248.645
GF_8347,119.18
GF_13411,68.8
GF_9133,114.4
GF_7581,98.52
GF_6850,43.72
GF_6151,36.52
GF_7182,194.25
GF_5178,87.695
GF_9360,36.24
GF_9359,1.45
GF_8583,44.47
GF_6016,80.30000000000001
GF_4944,70.83500000000001
GF_6013,10.73
GF_7965,28.98
GF_13488,18.98
GF_20147,33.77
GF_8063,16.53
GF_14319,47.46
GF_14090,234.29250000000002
GF_23737,52.56
GF_7719,72.31
GF_6711,107.03
GF_4914,103.61
GF_8309,81.59
GF_12944,117.17
GF_5265,20.049999999999997
GF_6303,62.1025
GF_14893,227.95
GF_7404,154.23
GF_4996,6.53
GF_21575,158.81
GF_22960,102.33
GF_11928,33.303333333333335
GF_2239,140.47
GF_10938,89.565
GF_23652,59.48
GF_10936,140.01999999999998
GF_10804,68.53
GF_1200,186.64
GF_1202,33.77
GF_22339,67.42
GF_6179,175.40375
GF_7472,14.967142857142857
GF_11339,53.67
GF_14484,93.49
GF_7061,60.44
GF_9489,34.45
GF_45,144.18
GF_2481,31.92
GF_1819,89.03
GF_13185,46.75
GF_6863,119.19
GF_22283,61.15
GF_2476,76.39
GF_24408,7.67
GF_7585,160.48
GF_1323,12.864999999999998
GF_7973,2.85
GF_5181,28.81
GF_8971,64.83
GF_4181,26.04
GF_4180,48.23
GF_1034,105.0
GF_8154,61.35
GF_7475,190.1
GF_6961,55.76
GF_4463,248.645
GF_4580,73.51
GF_24053,248.645
GF_12478,21.41
GF_18766,22.46
GF_1133,109.69
GF_23202,54.47
GF_23201,54.47
GF_332,133.9
GF_4957,66.31
GF_7229,53.75
GF_1633,248.645
GF_5752,100.07
GF_1847,83.095
GF_2390,79.49
GF_22189,161.68
GF_22959,102.33
GF_22235,45.28
GF_15041,112.17
GF_1825,19.61
GF_4534,17.06
GF_11183,75.46
GF_7508,248.645
GF_5109,74.24000000000001
GF_14336,51.22
GF_14337,31.33
GF_11587,64.34
GF_9101,29.42
GF_4227,68.78
GF_13856,62.87
GF_4810,53.7
GF_12821,20.255000000000003
GF_2198,178.22
GF_2690,34.05
GF_10741,5.816
GF_9597,11.465
GF_13751,68.65
GF_8261,21.91
GF_21248,66.92
GF_8350,51.9
GF_14087,36.57
GF_5359,87.53
GF_6867,114.4
GF_23661,3.03
GF_7583,16.27
GF_11076,92.74
GF_4830,21.81
GF_9357,121.8
GF_13368,98.66
GF_11065,125.87
GF_12828,84.57
GF_698,43.07
GF_873,75.89
GF_6963,112.17
GF_4465,26.18
GF_7966,12.27
GF_6630,20.39
GF_1745,56.41
GF_4131,58.72
GF_5011,61.53
GF_18767,22.46
GF_4292,61.53
GF_4916,27.69
GF_4643,61.01
GF_14953,61.09
GF_14949,72.42
GF_1019,95.03
GF_8114,19.26
GF_22962,37.18
GF_800,70.83500000000001
GF_1730,99.79
GF_1980,158.84
GF_14713,43.07
GF_8595,39.855000000000004
GF_10642,217.6
GF_13464,122.12
GF_10839,41.21
GF_2033,87.695
GF_12316,48.23
GF_2177,10.68
GF_14338,31.33
GF_22266,67.06
GF_3158,52.46
GF_13858,29.66
GF_22282,72.69
GF_5093,225.04
GF_8575,32.55
GF_11072,103.83
GF_24407,73.79
GF_8260,117.34
GF_5447,224.28
GF_11743,178.22
GF_12800,41.35
GF_7051,36.57
GF_10489,52.35
GF_8969,42.9
GF_16395,71.05
GF_1466,42.555
GF_1035,7.96
GF_7062,142.49
GF_997,98.89
GF_21971,41.43
GF_13898,187.4
GF_4840,56.91
GF_14350,55.13
GF_4841,6.04
GF_11373,144.49
GF_6648,41.7
GF_11357,111.8
GF_7677,79.69
GF_11359,63.0
GF_6712,68.82
GF_741,68.07
GF_1948,38.58
GF_11416,141.85
GF_13773,24.71
GF_14021,18.38
GF_5960,8.81
GF_9376,30.0
GF_4714,175.40375
GF_24060,46.68
GF_4510,57.29
GF_13901,90.6
GF_11352,56.25
GF_1624,61.91
GF_1809,37.52
GF_10801,74.5
GF_13621,182.56
GF_23025,45.39
GF_4536,17.06
GF_729,90.78
GF_9486,82.44
GF_9487,34.45
GF_9194,56.51
GF_23650,45.56
GF_9067,48.93
GF_6689,21.56
GF_12222,112.92
GF_899,77.35
GF_2214,111.95
GF_5440,42.54
GF_5360,39.7
GF_483,35.849999999999994
GF_5183,94.99
GF_5809,63.64
GF_8380,112.19
GF_466,64.99
GF_12829,21.6
GF_7476,78.78
GF_6601,53.36
GF_8106,99.23
GF_8529,58.28
GF_22187,79.81
GF_1629,47.05
GF_402,60.09
GF_22759,29.97
GF_11415,141.85
GF_4552,68.89
GF_14018,18.38
GF_5334,20.68
GF_11117,32.0525
GF_901,163.74
GF_23674,74.85
GF_22190,161.68
GF_22961,102.33
GF_663,94.61
GF_4997,116.22
GF_22522,67.46
GF_22338,30.77
GF_730,37.52
GF_10160,50.0
GF_4497,101.27
GF_10434,52.185
GF_5868,87.63
GF_13836,205.45000000000002
GF_8258,99.4
GF_24410,7.67
GF_7072,23.66
GF_6005,53.87
GF_7364,92.98
GF_11075,92.74
GF_5180,31.4
GF_9689,75.67
GF_4211,117.51
GF_6224,194.25
GF_476,216.06
GF_4837,80.07
GF_14142,109.07
GF_14140,109.07
GF_1300,70.05
GF_6629,20.39
GF_11375,38.465
GF_23095,45.59
GF_5499,38.5
GF_12879,248.645
GF_12878,248.645
GF_1134,109.69
GF_1145,46.085
GF_8310,9.19
GF_14016,39.26
GF_8923,248.645
GF_11116,32.0525
GF_7530,181.14
GF_6864,122.82
GF_14662,144.75
GF_12064,106.18
GF_14951,61.09
GF_5596,61.1
GF_13019,89.07
GF_9724,50.67
GF_8590,21.56
GF_1808,95.99499999999999
GF_23839,94.61
GF_14258,33.69
GF_16,142.06
GF_761,54.47
GF_6137,54.04
GF_6529,46.75
GF_5252,25.703333333333333
GF_11181,137.99
GF_606,98.66
GF_10432,102.9
GF_10243,105.72
GF_8948,38.31
GF_12223,112.92
GF_13348,39.29
GF_4808,95.47
GF_5506,17.345
GF_1324,12.864999999999998
GF_1322,47.03
GF_6704,143.35333333333332
GF_481,62.98
GF_1481,48.38
GF_5179,87.695
GF_1475,114.4
GF_2641,74.87
GF_8970,42.9
GF_4472,41.2
GF_11067,20.28
GF_980,34.52
GF_7967,42.24
GF_8107,45.59
GF_11194,42.5
GF_6633,36.04
GF_6647,41.7
GF_6290,153.07
GF_5823,21.77
GF_5824,21.77
GF_1904,91.2
GF_5738,120.13499999999999
GF_4148,98.99
GF_13142,54.33
GF_22762,36.26
GF_1147,158.035
GF_13197,134.95
GF_4554,21.06
GF_12148,248.645
GF_8518,100.73
GF_14361,84.54
GF_7727,99.8
GF_13902,49.45
GF_8113,131.13
GF_5691,31.52
GF_18206,5.785
GF_6651,68.4
GF_21576,24.29
GF_9723,64.35
GF_8591,62.87
GF_8592,83.22
GF_10837,67.04
GF_2034,14.39
GF_14014,211.62
GF_1140,248.645
GF_9685,248.645
GF_9571,77.41
GF_10211,88.19
GF_10305,97.38
GF_6688,113.9
GF_4151,112.79
GF_8116,57.84
GF_10740,5.816
GF_10735,46.25
GF_10737,46.25
GF_7105,16.61
GF_5255,11.39
GF_13753,11.085
GF_9561,24.39
GF_13752,25.48
GF_14020,18.38
GF_7670,66.07
GF_22839,41.46
GF_4860,38.99
GF_4861,38.99
GF_10800,73.87
GF_22220,102.33
GF_9847,142.49
GF_22234,82.78
GF_12665,108.47
GF_1824,19.61
GF_4999,16.97
GF_1039,14.39
GF_1038,29.97
GF_11338,31.92
GF_11340,84.79
GF_5565,198.42
GF_14480,71.2
GF_5745,73.49
GF_1141,248.645
GF_2960,248.645
GF_11588,84.79
GF_8351,109.07
GF_9570,248.645
GF_9034,119.31
GF_10209,151.78
GF_3161,130.84
GF_994,88.84
GF_24562,40.79
GF_2400,50.07
GF_8266,11.55
GF_7438,60.68
GF_5335,20.68
GF_8935,33.41
GF_12011,44.47
GF_12012,31.51
GF_2353,46.88
GF_7145,248.645
GF_1978,97.51
GF_24054,248.645
GF_6948,109.98
GF_23100,48.19
GF_7983,128.19
GF_6135,128.19
GF_5138,117.89
GF_5669,10.68
GF_14887,218.15
GF_11586,98.41
GF_22268,31.82
GF_13802,241.06
GF_24118,77.37
GF_2454,53.7
GF_5185,32.19
GF_5855,122.87
GF_12147,127.62
GF_14663,28.43
GF_4614,53.75
GF_12947,104.11
GF_23676,74.85
GF_10799,41.23
GF_23203,92.42
GF_4995,28.59
GF_6368,23.424999999999997
GF_21574,127.01
GF_22964,37.18
GF_9748,76.54
GF_14542,50.67
GF_11350,106.48
GF_11351,46.75
GF_24055,100.375
GF_1979,158.84
GF_1981,158.84
GF_1807,110.71
GF_22337,106.39
GF_7135,1.38
GF_5474,47.5
GF_14482,93.49
GF_9719,115.34
GF_24094,13.56
GF_5866,119.18
GF_4446,62.47
GF_9907,85.07
GF_22025,48.19
GF_993,88.84
GF_24561,29.9
GF_14269,56.58
GF_12069,84.24
GF_6765,12.15
GF_5753,31.096666666666664
GF_9430,193.73
GF_10798,140.47
GF_7406,137.3
GF_4438,77.73
GF_1729,99.79
GF_10937,89.565
GF_15,142.06
GF_14109,13.08
GF_14111,13.08
GF_1637,19.26
GF_6289,54.63
GF_2691,56.57
GF_11589,64.34
GF_9195,27.169999999999998
GF_9192,175.26
GF_10212,88.19
GF_8268,90.0
GF_1649,19.7
GF_7616,248.645
GF_8265,127.5
GF_13349,16.32
GF_10713,154.44
GF_19400,108.5
GF_5935,73.83
GF_6242,74.64
GF_11470,103.21
GF_11472,50.0
GF_23842,22.29
GF_5199,103.21
GF_13777,248.645
GF_4862,38.99
GF_13041,148.92
GF_2240,59.49
GF_11353,56.25
GF_4576,70.59
GF_8930,47.5
GF_23024,114.69
GF_23026,32.65
GF_6330,161.29
GF_8215,34.77
GF_24511,128.19
GF_23585,87.32
GF_7060,67.47
GF_1138,127.0
GF_5108,74.24000000000001
GF_12507,141.47
GF_24092,13.56
GF_5816,65.83
GF_1816,40.15
GF_6359,87.8
GF_9572,77.41
GF_3160,98.67
GF_9065,48.93
GF_9066,48.93
GF_13347,111.81
GF_7437,60.68
GF_9402,102.33
GF_1675,26.853333333333335
GF_1672,65.1
GF_5996,146.57
GF_10461,20.85
GF_6835,43.82
GF_6836,43.82
GF_3524,44.675
GF_12017,99.75
GF_11764,28.323333333333334
GF_11767,28.323333333333334
GF_24363,16.61
GF_24362,5.96
GF_430,54.58
GF_1674,26.853333333333335
GF_75,78.14
GF_175,7.970000000000001
GF_11578,81.17
GF_410,157.5
GF_12022,13.43
GF_23654,27.345
GF_23655,13.07
GF_7102,25.48
GF_2199,5.96
GF_7104,16.61
GF_2201,178.22
GF_10742,5.816
GF_9599,11.465
GF_4357,38.13
GF_10738,46.25
GF_14339,32.196666666666665
GF_5256,11.39
GF_9560,23.525
GF_9598,11.465
GF_9562,24.39
GF_9558,24.39
GF_13033,25.48
GF_13755,11.085
GF_9563,24.39
GF_12173,112.96
GF_13034,20.85
GF_6763,84.51
GF_24086,83.9
GF_4649,11.1
GF_12432,17.34
GF_12297,78.41
GF_23666,55.35
GF_12226,42.92
GF_24087,33.69
GF_12706,52.33
GF_10460,27.9
GF_6247,80.65
GF_5925,225.04
GF_7270,36.26
GF_10342,121.01
GF_23664,65.83
GF_4487,114.69
GF_23844,22.29
GF_23841,73.69
GF_4648,57.17
GF_4645,63.18
GF_431,46.95
GF_6249,1.47
GF_1673,26.853333333333335
GF_12225,89.53
GF_11626,55.9
GF_23665,55.35
GF_10647,33.303333333333335
GF_4490,5.08
GF_6244,93.52
GF_11579,248.645
GF_11081,72.02
GF_12019,99.75
GF_6768,12.15
GF_24360,13.035
GF_8230,176.89333333333332
GF_8231,179.9
GF_12433,17.34
GF_1572,150.57
GF_23663,65.83
GF_10645,248.645
GF_11471,50.0
GF_2200,5.96
GF_10739,5.816
GF_9595,75.08
GF_12174,30.58
GF_5308,104.81
GF_13030,25.48
GF_13032,20.85
GF_12176,30.58
GF_13031,20.85
GF_11763,75.85
GF_432,21.06
GF_13660,177.3
GF_8132,23.52
GF_6419,111.81
GF_2486,77.87
GF_7269,29.97
GF_6764,84.51
GF_1645,83.88
GF_5489,48.76
GF_12992,75.3
GF_12431,83.9
GF_76,95.655
GF_10343,42.4
GF_174,7.970000000000001
GF_1581,108.04
GF_23845,22.29
GF_6767,12.15
GF_8484,12.77
GF_12705,52.33
GF_2488,39.52
GF_1573,26.0125
GF_173,151.61
GF_4489,5.08
GF_5997,146.57
GF_23081,83.93
GF_6766,12.15
GF_4646,57.17
GF_13661,5.785
GF_23843,22.29
GF_23175,122.6
GF_6248,1.47
GF_13504,80.56
GF_1582,46.38
GF_10646,33.303333333333335
GF_11580,81.17
GF_10736,46.25
GF_7103,20.85
GF_5254,68.25
GF_4355,38.13
GF_9596,11.465
GF_18609,70.83500000000001
GF_18610,45.74
GF_9559,24.39
GF_9564,24.39
GF_5309,11.49
GF_12177,30.58
GF_5310,11.49
GF_12010,52.34
GF_14340,45.35
GF_13036,16.61
GF_23177,12.864999999999998
GF_5200,58.845
GF_11765,28.323333333333334
GF_8482,62.7775
GF_5490,50.3
GF_6245,93.52
GF_6770,84.51
GF_24361,5.96
GF_8483,5.57
GF_13506,21.06
GF_3523,44.675
GF_3521,44.675
GF_11766,28.323333333333334
GF_11822,7.4350000000000005
GF_12994,23.07
GF_5417,36.795
GF_6834,89.25
GF_1676,26.853333333333335
GF_12298,9.17
GF_23082,201.69
GF_12021,99.75
GF_4356,38.13
GF_4354,75.08
GF_8934,72.69
GF_13035,16.61
GF_12175,58.28
GF_8131,61.9
GF_11625,83.1
GF_1575,26.0125
GF_3522,248.645
GF_12020,99.75
GF_9403,38.94
GF_4647,11.1
GF_12704,41.90333333333333
GF_13505,21.06
GF_11627,55.9
GF_1574,26.0125
GF_11577,214.87
GF_6769,84.51
GF_23176,12.864999999999998
GF_5926,29.37
GF_23846,22.29
GF_12018,99.75
GF_433,21.06
GF_5416,98.85
GF_23847,22.29
GF_11082,21.56
GF_11820,74.53
GF_4488,5.08
GF_6243,93.52
GF_5995,248.645
GF_1427,127.79
GF_1431,84.8
GF_12993,84.66
GF_11821,63.65
GF_6420,74.43
GF_24088,33.69
GF_11823,7.4350000000000005
GF_6421,74.43
GF_2487,39.52
GF_1429,84.8
GF_1430,84.8
GF_1428,127.79
GF_1432,84.8
GF_1435,84.8
GF_1434,84.8
GF_1436,84.8
GF_1433,84.8
GF_23264,229.49
GF_24682,122.75
GF_24681,28.92
GF_23255,47.23
GF_10323,18.77
GF_22526,152.45
GF_141,50.87
GF_6336,161.29
GF_13195,123.21
GF_13397,17.57
GF_13730,72.92
GF_2591,109.02
GF_22528,81.935
GF_17037,36.52
GF_17038,36.52
GF_10324,22.84
GF_15525,80.01
GF_2592,109.02
GF_4719,148.92
GF_23254,20.85
GF_142,144.75
GF_2590,29.0
GF_17039,20.85
GF_13196,33.62
GF_15524,80.01
GF_4922,248.645
GF_24589,147.15
GF_14580,21.36
GF_16509,151.76
GF_4959,6.28
GF_14036,43.75
GF_1265,105.03
GF_4668,125.09333333333332
GF_16508,98.80000000000001
GF_11026,109.45
GF_15627,95.15
GF_5302,30.79
GF_20786,16.61
GF_6235,25.88
GF_11093,32.39
GF_24582,41.3
GF_22527,24.98
GF_14498,69.07
GF_14423,45.985
GF_14476,53.36
GF_6253,86.55
GF_13729,54.83
GF_10326,5.973333333333334
GF_9537,43.82
GF_11189,33.06
GF_5301,248.64500000000004
GF_24337,35.4
GF_14038,58.48
GF_10444,22.47
GF_10603,122.15
GF_14422,98.93
GF_20782,39.026666666666664
GF_15412,41.265
GF_13148,243.01
GF_14037,67.82
GF_17040,114.91
GF_10328,22.84
GF_1268,47.05
GF_9535,17.94
GF_12041,88.88
GF_11843,52.17
GF_6694,121.8
GF_24335,92.42
GF_4718,147.23
GF_11025,109.45
GF_2337,58.77
GF_10604,122.15
GF_4958,78.95
GF_6234,99.21
GF_15408,36.94
